Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured,Operations
2117779,16-Sep-21,Missouri,Kansas City,Lexington Ct and E 46th St,0,1,N/A
2111269,7-Sep-21,Maryland,Baltimore,3700 block of Bell Ave,0,1,N/A
2108650,4-Sep-21,Iowa,Des Moines,5600 block of SW 5th Pl,0,1,N/A
2106801,2-Sep-21,Kentucky,Hopkinsville,High St,0,1,N/A
2093532,17-Aug-21,Louisiana,Shreveport,1600 block of Malcolm St,0,1,N/A
2089848,12-Aug-21,Florida,Opa Locka,13448 Aswan Rd,0,1,N/A
2087851,10-Aug-21,Ohio,Columbus,2505 Brentnell Blvd,0,1,N/A
2086386,9-Aug-21,Texas,Lubbock,2800 block of 24th St,0,1,N/A
2081876,2-Aug-21,Texas,San Antonio,2330 Austin Hwy,0,1,N/A
2080597,2-Aug-21,Oklahoma,Oklahoma City,SW 13th St and S Agnew Ave,0,1,N/A
2077250,27-Jul-21,Alabama,Troy,12687 US-231,0,1,N/A
2074868,25-Jul-21,Texas,San Antonio,1200 block of S Olive St,0,1,N/A
2075390,24-Jul-21,North Carolina,Charlotte,Flint St,0,1,N/A
2073729,24-Jul-21,South Carolina,Camden,175 Precipice Rd,0,1,N/A
2072998,24-Jul-21,Texas,Dallas,1900 block of McBroom St,0,1,N/A
2073557,24-Jul-21,Oregon,Eugene,796 W 13th Ave,0,1,N/A
2072775,23-Jul-21,Georgia,Atlanta,600 block of Travis St,0,1,N/A
2071509,22-Jul-21,North Carolina,Lexington,200 block of Bob Mountain Rd,0,1,N/A
2070477,21-Jul-21,Utah,Roy,2500 W and 5200 S,0,1,N/A
2070520,20-Jul-21,California,San Bernardino,16th Street and E St,0,1,N/A
2069001,20-Jul-21,Kentucky,Louisville,5000 block of Red Fern Rd,0,2,N/A
2066675,18-Jul-21,South Carolina,Hartsville,N/A,0,1,N/A
2066473,18-Jul-21,California,Oakland,300 block of 14th St,0,2,N/A
2064579,16-Jul-21,Texas,Houston,3800 block of Wipprecht St,0,1,N/A
2065043,15-Jul-21,Pennsylvania,Philadelphia,1800 block of W Susquehanna Ave,1,2,N/A
2062365,14-Jul-21,Louisiana,La Place (Laplace),500 block of Fife Ln,0,1,N/A
2059612,11-Jul-21,New York,Brooklyn,Fulton St and Franklin Ave,0,3,N/A
2060240,10-Jul-21,Minnesota,Sauk Centre,36000 block of Co Rd 171,0,3,N/A
2058435,9-Jul-21,California,National City,500 block of T Ave,0,1,N/A
2055268,6-Jul-21,Virginia,Suffolk,500 block of Kissimmee Ave,0,1,N/A
2052906,4-Jul-21,Michigan,Lansing,3600 block of Karen St,0,1,N/A
2054449,4-Jul-21,New York,Bronx,Broadway and Van Cortlandt Park S,0,1,N/A
2056991,4-Jul-21,Tennessee,Memphis,Durham Ave,0,1,N/A
2053124,4-Jul-21,Louisiana,Shreveport,3800 block of Merwin St,0,1,N/A
2055185,4-Jul-21,Minnesota,Saint Louis Park,3300 block of Aquila Ave S,0,1,N/A
2054967,4-Jul-21,Texas,Houston,6767 Bennington St,0,1,N/A
2052806,4-Jul-21,Maryland,Annapolis,Bens Dr,0,1,N/A
2051857,3-Jul-21,Maryland,Annapolis,Bens Dr,0,1,N/A
2052336,3-Jul-21,Indiana,South Bend,18011 Cleveland Rd,0,1,N/A
2051628,3-Jul-21,Oklahoma,Oklahoma City,NE 42nd St and N Bartell Rd,0,1,N/A
2050591,1-Jul-21,Florida,Middleburg,2500 block of Silver Moss Cir,0,1,N/A
2048359,29-Jun-21,Minnesota,Minneapolis,2635 Nicollet Ave,0,1,N/A
2046486,27-Jun-21,Colorado,Denver,900 block of 15th St,0,1,N/A
2046467,27-Jun-21,New York,New York (Manhattan),1535 Broadway,0,1,N/A
2046947,27-Jun-21,Ohio,Columbus,5708 Forest Hills Blvd,0,1,N/A
2048383,27-Jun-21,Kentucky,Louisville,7510 Dunwoody Ct,0,1,N/A
2045540,25-Jun-21,Massachusetts,Lynn,N Common Ter,0,1,N/A
2045489,25-Jun-21,Texas,San Antonio,900 block of SW 36th St,0,2,N/A
2044371,24-Jun-21,Pennsylvania,Philadelphia,3400 block of Ridge Ave,0,1,N/A
2043630,23-Jun-21,Alabama,Birmingham,1500 block of 52nd St Ensley,0,1,N/A
2042740,22-Jun-21,Tennessee,Nashville,2700 block of Bullock Ave,0,1,N/A
2042777,22-Jun-21,Florida,Saint Petersburg,917 8th Ave S,0,1,N/A
2039776,19-Jun-21,New York,New York (Manhattan),E 135th St and Harlem River Dr,0,2,N/A
2039842,19-Jun-21,Pennsylvania,Pittsburgh,100 block of Hazlett St,0,2,N/A
2038402,18-Jun-21,Illinois,Danville,1000 block of Clay St,0,1,N/A
2036257,16-Jun-21,Missouri,Saint Louis,5100 block of Page Ave,0,2,N/A
2038030,16-Jun-21,Louisiana,Crowley,100 Kathy Meadows Ln,0,1,N/A
2037438,15-Jun-21,Indiana,Hammond,5800 block of Calumet Ave,0,1,N/A
2037011,14-Jun-21,Ohio,Cleveland,St Clair Ave and E 112th St,0,1,N/A
2032411,12-Jun-21,Illinois,Champaign,300 block of E White St,1,1,N/A
2030810,10-Jun-21,Pennsylvania,Philadelphia,701 N 7th St,0,2,N/A
2030884,9-Jun-21,Georgia,Americus,900 block of Cypress Ave,0,1,N/A
2030554,8-Jun-21,California,Kingsburg,1437 Ave D,0,1,N/A
2029058,7-Jun-21,Ohio,Akron,800 block of McKinley Ave,0,1,N/A
2028047,7-Jun-21,Kansas,Wichita,3625 W 13th St,0,1,N/A
2028260,6-Jun-21,Ohio,Newcomerstown,7300 block of Moores Hill Rd SW,0,1,N/A
2026175,5-Jun-21,Texas,Houston,5051 Reed Rd,0,2,N/A
2025338,5-Jun-21,Illinois,Chicago,4100 block of W 21st Pl,0,1,N/A
2025950,4-Jun-21,Michigan,Kalamazoo,N Westnedge Ave and Florence St,0,1,N/A
2025730,4-Jun-21,New York,Bronx,Sheridan Ave and E 172nd St,0,1,N/A
2026010,4-Jun-21,New Jersey,New Brunswick,10 Livingston Ave,0,1,N/A
2025302,3-Jun-21,Texas,Denton,1610 E McKinney St,0,1,N/A
2022117,31-May-21,Kansas,Wichita,8800 block of E Harry St,0,2,N/A
2022129,31-May-21,Ohio,Cleveland (Garfield Heights),13000 block of Alvin Ave,1,5,N/A
2022170,30-May-21,California,Long Beach,1000 block of Hoffman Ave,0,1,N/A
2019351,28-May-21,Virginia,Richmond,1200 block of St John St,0,1,N/A
2018436,28-May-21,Missouri,Saint Louis,1200 block of Josephine Baker Ave,0,3,N/A
2022564,28-May-21,Arizona,Graham (county),N/A,0,1,N/A
2017580,27-May-21,Texas,Fort Worth,3700 block of Seven Gables St,0,2,N/A
2018869,27-May-21,Nebraska,Grand Island,400 block of W 13th St,0,1,N/A
2016670,25-May-21,California,Oxnard,1200 block of S N St,0,1,N/A
2015862,25-May-21,Illinois,Chicago,300 block of E 131st Pl,0,1,N/A
2013582,22-May-21,California,Imperial Beach,Palm Ave and Delaware St,0,2,N/A
2037507,22-May-21,Delaware,Dover,1014 S Little Creek Rd,0,1,N/A
2012112,22-May-21,Iowa,Davenport,Iowa St and E Locust St,0,2,N/A
2012747,22-May-21,Wisconsin,Milwaukee,W Glendale Ave and N 42nd St,0,1,N/A
2011661,21-May-21,New York,Brooklyn,689 Washington Ave,0,2,N/A
2013461,21-May-21,Louisiana,Monroe,Haynie Ave,1,1,N/A
2010267,19-May-21,Ohio,Akron,900 block of N Firestone Blvd,0,1,N/A
2010322,19-May-21,Georgia,Atlanta,Donald Lee Hollowell Pkwy,0,1,N/A
2007119,17-May-21,New York,Bronx,E 174th St and Vyse Ave,0,1,N/A
2186128,17-May-21,Maryland,Baltimore,Winchester and North Wheeler Ave,0,1,N/A
2005331,15-May-21,Georgia,Atlanta,2525 Piedmont Rd NE,0,3,N/A
2003727,13-May-21,Illinois,Chicago,5900 block of S Paulina St,0,1,N/A
2003371,12-May-21,Illinois,Decatur,N/A,0,1,N/A
2002480,11-May-21,New York,Brooklyn,Dean St and Saratoga Ave,0,1,N/A
2000617,10-May-21,Virginia,Colonial Heights,2700 block of Martingale Rd,0,1,N/A
1999243,9-May-21,Georgia,Sandersville,104 E Church St,0,1,N/A
1999149,9-May-21,Florida,Hollywood (Miramar),17000 block of SW 31st Ct,0,3,N/A
1998591,8-May-21,Minnesota,Saint Paul,900 block of Albemarle St,0,1,N/A
2000086,8-May-21,Michigan,Muskegon (Muskegon Heights),W Cleveland Ave and Waalkes St,0,1,N/A
1997471,6-May-21,New York,Bronx,3711 3rd Ave,1,1,N/A
1996812,6-May-21,Illinois,Chicago,3550 S Rhodes Ave,0,1,N/A
1997573,6-May-21,Florida,Miami,8000 block of NW Eighth St,0,1,N/A
1998231,6-May-21,Idaho,Rigby,575 N 4200 E,0,1,N/A
1996409,5-May-21,Texas,Houston,6403 McKinstry Rd,0,1,N/A
1995811,5-May-21,North Carolina,Burlington,1524 S Mebane Rd,0,1,N/A
1994935,4-May-21,New York,Buffalo,Ashley St and Brownell St,0,1,N/A
1994127,2-May-21,Georgia,Atlanta,N/A,0,1,N/A
1991887,1-May-21,Alabama,Dothan,200 block of Hill St,0,1,N/A
1991962,30-Apr-21,Wisconsin,Janesville,200 block of Linn St,0,1,N/A
1995286,30-Apr-21,Oklahoma,Perry,N/A,0,1,N/A
1991261,29-Apr-21,New York,Yonkers,Ash St and Oak St,0,1,N/A
1988688,27-Apr-21,Virginia,Richmond,4000 Midlothian Turnpike,2,3,N/A
1987251,25-Apr-21,California,Bakersfield,2000 block of White Lane,0,1,N/A
1984983,23-Apr-21,Illinois,Chicago,10207 S Washtenaw Ave,0,1,N/A
1984396,22-Apr-21,Florida,Homestead,SW 297th Terrace and SW 154th Ct,0,1,N/A
1982587,19-Apr-21,Colorado,Denver,7475 E Iliff Ave,0,1,N/A
1981462,18-Apr-21,Tennessee,Chattanooga,4000 block of Chandler Ave,0,2,N/A
1981020,18-Apr-21,Pennsylvania,Philadelphia,2900 block of Amber St,0,2,N/A
1977543,13-Apr-21,Virginia,Richmond,Powell Rd,0,1,N/A
1975702,12-Apr-21,Tennessee,Knoxville,2800 Martin Luther King Jr Ave,1,1,N/A
1975688,12-Apr-21,New Jersey,Newark,14th Ave and S 6th St,0,1,N/A
1977910,6-Apr-21,Ohio,Columbus,Wedgewood Dr,0,1,N/A
1969532,5-Apr-21,California,Fresno,300 block of W Roy Ave,0,1,N/A
1970717,5-Apr-21,Indiana,Lafayette,525 S 31st St,0,1,N/A
1969885,3-Apr-21,Idaho,Idaho Falls,1600 S 25th E,0,1,N/A
1966396,1-Apr-21,Arizona,Phoenix,67th Ave and McDowell Rd,0,1,N/A
1967044,1-Apr-21,Texas,Fort Worth,3200 block of Knox St,0,1,N/A
1964104,28-Mar-21,Ohio,Columbus,5200 block of Spencer Ct,0,1,N/A
1963171,27-Mar-21,Illinois,Chicago,3300 block of W Ohio St,0,1,N/A
1964110,27-Mar-21,North Dakota,Minot,N/A,0,1,N/A
1963317,26-Mar-21,Oklahoma,Oklahoma City,7700 block of NW 12th St,0,1,N/A
1962435,26-Mar-21,Kentucky,Louisville (Shively),2121 Crums Ln,1,2,N/A
1961701,25-Mar-21,Mississippi,Jackson,1300 block of Hair St,0,1,N/A
1958485,22-Mar-21,Illinois,Decatur,1500 block of N Church St,0,1,N/A
1958443,22-Mar-21,Texas,San Antonio,4740 S Presa St,0,1,N/A
1957972,21-Mar-21,Iowa,Marion,1300 block of Seventh St,0,1,N/A
1965419,21-Mar-21,Texas,Killeen,3701 South W S Young Dr,1,1,N/A
2180217,20-Mar-21,Michigan,Isabella (county),N/A,0,1,N/A
1957046,19-Mar-21,Oklahoma,Oklahoma City,N Woodward Ave and NW 28th St,1,1,N/A
1958720,18-Mar-21,Tennessee,Nashville,3430 Doverside Dr,0,1,N/A
1956034,18-Mar-21,South Carolina,Hartsville,Bills Cir,0,1,N/A
1956098,18-Mar-21,North Carolina,Winston Salem (Winston-salem),730 Ferrell Ct,0,2,N/A
1954304,16-Mar-21,Georgia,Atlanta,North Ave,0,1,N/A
1955730,15-Mar-21,Florida,Clewiston,700 Harlem Tenants Cir,0,2,N/A
1952662,14-Mar-21,Illinois,Chicago,2600 block of E 77th St,0,4,N/A
1952698,14-Mar-21,North Carolina,Durham,900 block of E Main St,0,1,N/A
1953511,14-Mar-21,Tennessee,Memphis,Monroe Ave and Riverside Dr,0,1,N/A
1949835,10-Mar-21,Ohio,Columbus,2004 Maryland Ave,0,1,N/A
1948354,9-Mar-21,Michigan,Detroit,Justine St and E Lantz St,0,1,N/A
1944362,3-Mar-21,District of Columbia,Washington,4600 block of S Capitol St SW,0,2,N/A
1942954,2-Mar-21,North Carolina,Nashville,5900 block of Maggie Rd,0,1,N/A
1942056,1-Mar-21,Kentucky,Lexington,100 block of Rand Ave,0,1,N/A
1937446,24-Feb-21,Florida,Miami,7800 block of SW 35th Terrace,0,1,N/A
1936173,22-Feb-21,Texas,San Antonio,1700 block of S Hamilton Ave,0,1,N/A
1937273,22-Feb-21,Ohio,Toledo,700 block of Turner Ave,0,1,N/A
1935581,21-Feb-21,Iowa,Des Moines,6500 block of SW 9th St,0,1,N/A
1935593,21-Feb-21,California,Oakland,2400 block of 94th Ave,0,1,N/A
1937568,21-Feb-21,Missouri,Joplin,North St,0,1,N/A
1929152,15-Feb-21,Georgia,Macon,Mason St,0,1,N/A
1929792,14-Feb-21,Louisiana,Folsom,N/A,0,1,N/A
1929024,13-Feb-21,Missouri,Saint Louis,2503 N Taylor Ave,1,2,N/A
1928751,13-Feb-21,Wisconsin,Milwaukee,4600 block of N 29th St,0,1,N/A
1977088,13-Feb-21,Louisiana,Napoleonville,N/A,0,1,N/A
1924260,9-Feb-21,Ohio,Canton,1500 block of Cherry Ave SE,0,1,N/A
1923921,8-Feb-21,Arkansas,El Dorado,301 Hudson St,0,1,N/A
2030788,8-Feb-21,New York,Bronx,N/A,0,1,N/A
1921752,5-Feb-21,Washington,Auburn,5100 block of SE 297th St,0,1,N/A
1922075,5-Feb-21,Ohio,Columbus,Lonsdale Rd and Lonsdale Pl N,0,1,N/A
1927368,5-Feb-21,Indiana,Greentown,500 W Payton St,0,1,N/A
1924175,5-Feb-21,Arkansas,Little Rock,Woodson Rd,0,1,N/A
1918640,1-Feb-21,New York,Bronx,Washington Ave and E 180th St,0,1,N/A
1916662,31-Jan-21,Wisconsin,Appleton,4301 W Wisconsin Ave,1,1,N/A
1912703,25-Jan-21,South Dakota,Sioux Falls,600 block of N Cleveland Ave,0,1,N/A
1907183,20-Jan-21,Virginia,Virginia Beach,1500 block of Brendle Ct,0,1,N/A
1908132,20-Jan-21,California,Lompoc,W Laurel Ave,0,1,N/A
1906220,19-Jan-21,Tennessee,Nashville,900 Murfreesboro Pike,0,2,N/A
1907518,19-Jan-21,Wisconsin,Manitowoc,1000 block of Hamilton St,0,1,N/A
1906588,19-Jan-21,Ohio,Cincinnati,Millvale Ct and Beekman St,0,1,N/A
1900575,11-Jan-21,Illinois,Chicago,4300 block of W Jackson Blvd,0,1,N/A
1900085,9-Jan-21,Nebraska,Alliance,1500 block of Toluca Ave,0,1,N/A
1898819,9-Jan-21,Kansas,Wichita,4900 block of E Harry St,0,2,N/A
1897955,7-Jan-21,Wisconsin,Milwaukee,10700 block of W Villard Ave,0,1,N/A
1896973,6-Jan-21,Louisiana,Alexandria,200 block of Mary Ln,0,1,N/A
1895894,5-Jan-21,Texas,Houston,5803 Bellfort Ave,0,1,N/A
1896514,5-Jan-21,Maine,Gardiner (Pittston),ME-27,0,1,N/A
1895412,4-Jan-21,North Carolina,Durham,Main St and Alston Ave,0,1,N/A
1893691,2-Jan-21,Missouri,Saint Louis,5700 block of Floy Ave,0,1,N/A
1892804,1-Jan-21,Texas,Laredo,Regina Dr,0,1,N/A
1896621,1-Jan-21,Michigan,Battle Creek,Harold St,0,1,N/A
1891114,30-Dec-20,Mississippi,Sturgis,Oswalt Rd,0,1,N/A
1932173,29-Dec-20,California,Barstow,500 block of W Fredrick’s St,0,1,N/A
1888621,25-Dec-20,Wisconsin,Madison,2000 block of McKenna Blvd,0,1,N/A
1889212,24-Dec-20,Wisconsin,Madison,2000 block of McKenna Blvd,0,1,N/A
1884934,23-Dec-20,Michigan,Detroit,Kelly Rd and Morang Ave,0,1,N/A
1884589,23-Dec-20,Texas,San Antonio,200 block of Remolino St,1,1,N/A
1882264,20-Dec-20,Texas,Fort Worth,N/A,0,1,N/A
1881335,18-Dec-20,Georgia,Thomasville,Webster St,0,1,N/A
1878634,15-Dec-20,Texas,San Antonio,8622 S Zarzamora St,0,1,N/A
1937203,15-Dec-20,West Virginia,Mount Hope,Mill Creek Rd,0,1,N/A
1878383,14-Dec-20,Georgia,Atlanta,3900 block of Rutgers Dr,0,1,N/A
1878593,13-Dec-20,Illinois,Rockford,N/A,0,1,N/A
1881343,13-Dec-20,Wisconsin,Beloit,N/A,0,1,N/A
1890827,12-Dec-20,Virginia,Winchester,Berryville Ave,0,2,N/A
1877120,12-Dec-20,Mississippi,Jackson,Stirling St,0,1,N/A
1879554,11-Dec-20,Ohio,Cincinnati,2000 block of S Teralta Cir,0,1,N/A
1874806,10-Dec-20,Missouri,Saint Louis (Ferguson),5900 block of Laurette Ave,0,1,N/A
1874256,9-Dec-20,Oklahoma,Oklahoma City,SE 52nd St,0,1,N/A
1874023,9-Dec-20,Kansas,Wichita,1200 block of N Oliver,0,1,N/A
1873563,8-Dec-20,South Carolina,Holly Hill,N/A,0,2,N/A
1871476,6-Dec-20,Connecticut,Stamford,Delaware Ave and W Board St,0,1,N/A
1870677,6-Dec-20,Wisconsin,Milwaukee,2800 block of N 76th St,0,1,N/A
1869478,4-Dec-20,Ohio,Columbus,300 block of Seemic Cir,0,1,N/A
1870315,4-Dec-20,Ohio,Madison,Chapel Rd,0,1,N/A
1870281,4-Dec-20,Pennsylvania,Duke Center,Sweitzer Dr,0,2,N/A
1875470,4-Dec-20,Ohio,Cincinnati,2000 block of S Teralta Cir,0,1,N/A
1868794,3-Dec-20,Pennsylvania,Snow Shoe,Huckleberry Rd,0,1,N/A
1865604,29-Nov-20,Georgia,Atlanta,520 Fulton St SW,0,1,N/A
1865157,29-Nov-20,Georgia,Augusta,3300 block of Tobin St,0,1,N/A
1866505,28-Nov-20,Wisconsin,Green (county),N/A,0,1,N/A
1864157,28-Nov-20,Florida,Cocoa,3751 N Cocoa Blvd,0,2,N/A
1863921,27-Nov-20,Illinois,Urbana,1507 E Washington St,0,1,N/A
1863719,27-Nov-20,Florida,Eustis,250 Ferran Park Dr,0,1,N/A
1862774,26-Nov-20,Arizona,Tucson,S 12th Ave and W Valencia Rd,0,1,N/A
1862956,26-Nov-20,Illinois,Chicago,8000 block of S Aberdeen St,0,1,N/A
1861379,24-Nov-20,Texas,Forney,2100 block of Juniper Dr,1,1,N/A
1861270,23-Nov-20,Arkansas,Hartford,Cedar Creek Rd,1,1,N/A
1861083,22-Nov-20,New York,East Northport (Elwood),N/A,0,1,N/A
1859848,22-Nov-20,Colorado,Aurora,E 12th Ave and Akron St,0,1,N/A
1861859,22-Nov-20,Michigan,Battle Creek,100 block of Surby Ave,0,1,N/A
1862542,21-Nov-20,Wisconsin,Saint Croix (county),N/A,0,1,N/A
1862130,21-Nov-20,Oklahoma,Newkirk,W Canteen Rd,0,1,N/A
1862123,19-Nov-20,Kansas,Ulysses,1500 block of Oklahoma Ave,0,1,N/A
1856446,19-Nov-20,Florida,Miami,22200 block of SW 103rd Ave,0,1,N/A
1856352,19-Nov-20,Pennsylvania,Philadelphia,500 block of Girard Ave,1,1,N/A
1855389,18-Nov-20,Wisconsin,Sun Prairie,2830 Hoepker Rd,0,1,N/A
1855102,17-Nov-20,Indiana,Evansville,100 block of Jefferson Ave,0,1,N/A
1854561,17-Nov-20,Illinois,Chicago,325 E 47th St,0,1,N/A
1852646,14-Nov-20,Wisconsin,Milwaukee,3800 block of N 21st St,0,1,N/A
1852526,14-Nov-20,Illinois,Chicago,700 block of East 105th Pl,0,1,N/A
1896404,14-Nov-20,Virginia,Colonial Beach,N/A,0,1,N/A
1849788,11-Nov-20,New York,Bronx,1704 Seward Ave,0,1,N/A
1846891,7-Nov-20,Mississippi,Mount Olive,Rock Hill Rd,0,1,N/A
1844534,5-Nov-20,Alabama,Birmingham,800 block of 44th Pl S,0,1,N/A
1844490,5-Nov-20,Louisiana,Baton Rouge,7800 block of Nottingham St,0,1,N/A
1842074,3-Nov-20,Illinois,Chicago,2600 block of S Drake Ave,0,2,N/A
1842454,3-Nov-20,Indiana,Evansville,2800 block of S Ruston Ave,0,1,N/A
1842511,2-Nov-20,Texas,Houston,5880 Ranchester Dr,0,1,N/A
1841243,2-Nov-20,Maryland,Edgewood,800 block of W Spring Meadow Ct,0,1,N/A
1854489,1-Nov-20,Iowa,Akron,13184 Evergreen Ave,0,1,N/A
1840917,1-Nov-20,Alabama,Clay,5900 block of Debbie Dr,0,1,N/A
1839849,31-Oct-20,Texas,Houston,9550 Long Point Rd,0,1,N/A
1840402,31-Oct-20,New York,Brooklyn,721 Willoughby Ave,0,1,N/A
1838391,29-Oct-20,Virginia,South Boston,1900 block of Farragut Ave,0,1,N/A
1836664,25-Oct-20,Illinois,Tinley Park,8400 block of S Brookpoint Ct,0,1,N/A
1834176,25-Oct-20,Florida,Miami (Goulds),11341 SW 216th St,0,3,N/A
1853987,24-Oct-20,Florida,Pensacola,202 E Olive Rd,0,1,N/A
1833465,23-Oct-20,Texas,Houston,6700 Wanda Ln,0,1,N/A
1831003,21-Oct-20,Ohio,Columbus,879 Greenfield Dr,0,1,N/A
1830344,19-Oct-20,Pennsylvania,Altoona,1023 3rd Ave,0,1,N/A
1827841,17-Oct-20,Florida,Fort Lauderdale,101 NW 1st Ave,1,2,N/A
1823860,14-Oct-20,Texas,Converse,Bluelake Ridge Dr,0,1,N/A
1823524,13-Oct-20,Georgia,Augusta,1900 block of Haynie Dr,0,1,N/A
1820380,11-Oct-20,Pennsylvania,New Castle,835 Moravia St,0,1,N/A
1820600,10-Oct-20,Mississippi,Vicksburg,Manship St,0,1,N/A
1819961,9-Oct-20,Georgia,Savannah,N/A,0,2,N/A
1818906,8-Oct-20,Missouri,Saint Louis,Riverview Blvd and W Florissant Ave,0,1,N/A
1815593,5-Oct-20,Texas,Channelview,15740 East Fwy,0,1,N/A
1814186,4-Oct-20,North Carolina,Greensboro,5601 N Church St,0,1,N/A
1815726,4-Oct-20,Maine,North Washington,N/A,0,1,N/A
1812836,1-Oct-20,Mississippi,West Point,Dunlap Rd and Gallop Rd,0,1,N/A
1810175,29-Sep-20,South Carolina,Georgetown,Sabine Dr,0,1,N/A
1809810,29-Sep-20,South Carolina,Georgetown,Carnell Loop,0,1,N/A
1807105,27-Sep-20,Virginia,Norfolk,N/A,0,1,N/A
1809689,27-Sep-20,California,Stockton,7000 block of Tristan Circle,0,1,N/A
1806751,26-Sep-20,Michigan,Roseville,1700 block of Ivanhoe St,0,1,N/A
1806727,25-Sep-20,Iowa,Waterloo,N/A,0,1,N/A
1805461,24-Sep-20,Texas,San Antonio,Perrin Beitel Rd and Thousand Oaks Dr,0,1,N/A
1804601,23-Sep-20,Alabama,Mobile,2400 block of Octavia Dr S,0,1,N/A
1802490,22-Sep-20,Missouri,Saint Louis (Jennings),5700 block of Helen Ave,0,2,N/A
1811774,21-Sep-20,Texas,Austin,Purple Sage Dr,0,1,N/A
1800377,20-Sep-20,Iowa,Iowa City,1100 block of Oakcrest St,0,1,N/A
1800333,19-Sep-20,Nevada,Las Vegas,9600 block of Bouncing Ball St,0,1,N/A
1798565,17-Sep-20,South Carolina,Eastover,200 block of Lewis Scott Ct,0,1,N/A
1800126,17-Sep-20,Louisiana,Slidell,1110 Brownswitch Rd,0,1,N/A
1796071,15-Sep-20,Oklahoma,Oklahoma City,10735 N Western Ave,0,1,N/A
1795463,14-Sep-20,Louisiana,Mamou,N/A,0,2,N/A
1789262,8-Sep-20,Arizona,Safford,1600 block of S 8th Ave,0,1,N/A
1790583,8-Sep-20,Alabama,Mobile,Broad St,0,1,N/A
1785726,5-Sep-20,Florida,Jacksonville,7800 block of Renault Dr,1,1,N/A
1786227,4-Sep-20,Michigan,Grand Rapids,Madison Ave and Garden St,0,1,N/A
1785739,3-Sep-20,Illinois,Madison,1500 block of 4th St,0,1,N/A
1852793,3-Sep-20,Missouri,Kahoka,N/A,0,1,N/A
1783342,2-Sep-20,Illinois,Chicago,917 S Kedzie Ave,0,1,N/A
1783928,2-Sep-20,California,Oakland,Kerwin Ave and 105th Ave,0,4,N/A
1783540,1-Sep-20,South Dakota,Sioux Falls,700 block of W 13th St,0,1,N/A
1783415,30-Aug-20,Iowa,Davenport,200 W 31st St,0,1,N/A
2383833,24-Aug-20,Georgia,Macon,Williamson Rd,0,1,N/A
1776898,24-Aug-20,Georgia,Hinesville,100 block of Alcot Cir,0,1,N/A
1772510,23-Aug-20,Kentucky,Lexington,3401 Nicholasville Rd,1,2,N/A
1773311,23-Aug-20,Michigan,Detroit,300 block of Monroe St,0,2,N/A
1831544,20-Aug-20,Kansas,Great Bend,N/A,0,1,N/A
1771378,19-Aug-20,California,Indio,82814 Ave 44,0,1,N/A
1769410,19-Aug-20,Ohio,Columbus,789 Greenfield Dr,0,1,N/A
1764572,14-Aug-20,Alabama,Huntsville,Spann St,0,1,N/A
1762479,12-Aug-20,Texas,Houston,12925 Northwest Fwy,0,1,N/A
1762864,11-Aug-20,Texas,San Antonio,130 Camino De Oro,0,1,N/A
1760376,9-Aug-20,Utah,Salt Lake City,900 S and 3150 W,0,1,N/A
1759322,9-Aug-20,Illinois,Chicago,100 block of W 66th St,0,1,N/A
1770503,9-Aug-20,California,Acton,CA-14,0,2,N/A
1756417,5-Aug-20,Michigan,Detroit,12000 block of Monica St,0,1,N/A
1756783,5-Aug-20,Virginia,Richmond,1900 block of Accommodation St,0,1,N/A
1754054,2-Aug-20,Utah,Salt Lake City (Murray),N/A,0,1,N/A
1754114,2-Aug-20,Virginia,Fort Lee,1510 Sisisky Blvd,0,1,N/A
1754957,1-Aug-20,Virginia,Winchester,300 block of Virginia Ave,0,1,N/A
1754140,28-Jul-20,Texas,Big Spring,N/A,0,1,N/A
1748001,26-Jul-20,Alabama,Mobile,2000 block of Gimon Cir N,0,1,N/A
1743640,22-Jul-20,Tennessee,Hendersonville,Cole Ct,0,2,N/A
1742846,22-Jul-20,Idaho,Idaho Falls (Ammon),2500 block of Eagle Dr,0,1,N/A
1823928,20-Jul-20,Michigan,Saginaw,3000 Birch Park Dr,0,2,N/A
1740702,19-Jul-20,Arkansas,Little Rock,1401 S Shackleford Rd,0,1,N/A
1737649,16-Jul-20,Illinois,Chicago,1500 block of S Lawndale Ave,0,1,N/A
1737502,16-Jul-20,Louisiana,Shreveport,1601 N Market St,0,1,N/A
1736532,15-Jul-20,Pennsylvania,Philadelphia,4500 block of N 17th St,0,2,N/A
1735415,14-Jul-20,Virginia,Richmond,910 N 31st St,1,1,N/A
1735659,14-Jul-20,Illinois,Chicago,1135 S Michigan Ave,0,1,N/A
1731913,11-Jul-20,Alabama,Tuscaloosa,1701 McFarland Blvd E,0,2,N/A
1731648,11-Jul-20,Texas,Dallas,100 block of Continental Ave,1,1,N/A
1731000,10-Jul-20,New Mexico,Las Cruces,3629 Santa Sabina Ave,0,1,N/A
1729208,7-Jul-20,California,Modesto,Danube Ct,0,1,N/A
1848632,7-Jul-20,South Carolina,Orangeburg,Belleville Rd,0,1,N/A
1728209,6-Jul-20,North Carolina,Beulaville,156 Cedar Ln Dr,0,1,N/A
1725879,5-Jul-20,Louisiana,Shreveport,2800 block of Westover St,0,1,N/A
1725094,4-Jul-20,Illinois,Chicago,2800 block of S Keeler,1,2,N/A
